mission,koi_id,koi_time0bk,koi_period,koi_duration,koi_is_planet
Kepler, 10275766,156.994700,354.951180,0.542500,0
Kepler, 6370120,131.643210,1.354770,0.067417,0
Kepler, 5642620,131.573780,0.493394,0.047162,0
Kepler, 5209845,140.262260,11.954019,0.110667,1
Kepler, 9652649,132.117660,2.488830,0.177833,0
Kepler, 11100670,141.386220,20.234022,0.153083,0
Kepler, 6129524,131.688690,0.881843,0.054654,1
Kepler, 5794570,132.490880,5.448321,0.092554,1
Kepler, 5649325,167.739740,195.613824,0.990708,0
Kepler, 6779260,131.634820,3.833088,0.062917,1
Kepler, 11807274,136.953190,9.376637,0.087637,1
Kepler, 10842192,140.678930,9.336481,0.106038,1
Kepler, 2442448,153.793010,76.613945,0.425833,1
Kepler, 9665922,132.630590,1.545389,0.126542,0
Kepler, 11283615,131.890570,1.289590,0.056421,1
Kepler, 7605093,131.894760,0.634003,0.038363,1
Kepler, 3859363,131.640810,1.568590,0.482958,0
Kepler, 8077137,153.375410,22.803025,0.198667,1
Kepler, 12023078,131.990423,0.623442,0.058554,0
Kepler, 6364162,132.724200,5.243646,0.707667,0
Kepler, 11231334,172.504640,4.157439,0.398833,0
Kepler, 6878240,233.692300,135.497826,0.282042,1
Kepler, 6878240,149.433260,22.250851,0.072708,1
Kepler, 2436378,136.277630,8.531619,0.123317,0
Kepler, 6614629,131.499080,0.526615,0.044092,0
Kepler, 6630943,131.730100,0.690406,0.072529,0
Kepler, 4831728,135.103200,10.107738,0.159500,1
Kepler, 3336765,132.161670,1.844857,0.068987,0
Kepler, 4270565,139.194590,18.011676,0.250250,0
Kepler, 6528464,162.036760,33.672807,0.342779,1
Kepler, 11963206,131.626960,3.009125,0.092833,1
Kepler, 10068024,132.073280,2.023126,0.053212,0
Kepler, 9636563,139.799600,10.636095,0.145000,0
Kepler, 6937402,141.511400,10.310823,0.234042,1
Kepler, 5475641,132.444900,1.069843,0.219792,0
Kepler, 2853828,131.582340,1.077468,0.088021,0
Kepler, 4035667,132.586520,2.873647,0.070083,0
Kepler, 9612825,133.243480,2.846518,0.176167,0
Kepler, 5513893,131.813880,0.755103,0.120208,0
Kepler, 10514430,184.738510,20.719272,0.168283,0
Kepler, 8095441,140.212590,11.874577,0.082488,1
Kepler, 5881813,190.672710,109.646995,0.273667,1
Kepler, 12456601,146.049260,15.645887,0.164958,1
Kepler, 10341917,131.511300,0.933752,0.264667,0
Kepler, 3241604,132.458890,1.703365,0.071021,0
Kepler, 9591070,131.684970,0.764174,0.097750,0
Kepler, 8227661,132.668850,1.853739,0.075667,0
Kepler, 7428736,132.523950,7.063219,0.100458,1
Kepler, 5817986,132.013258,0.584310,0.090838,0
Kepler, 11129258,137.773260,25.384175,0.149000,1
Kepler, 10586004,176.818880,15.791966,0.303217,1
Kepler, 6521045,122.946820,12.815904,0.266067,1
Kepler, 5790807,207.126264,79.996233,0.263912,0
Kepler, 8892303,133.728952,5.424749,0.047458,1
Kepler, 5302643,145.951590,69.200231,0.236625,0
Kepler, 6586746,132.829280,6.264048,0.099583,1
Kepler, 9962455,142.628010,23.198585,0.409208,1
Kepler, 9962455,137.166960,5.777213,0.102583,1
Kepler, 8687088,132.217030,0.905037,0.059796,0
Kepler, 6436029,146.951930,59.496901,0.225167,1
Kepler, 9451706,172.547360,48.630381,0.295021,1
Kepler, 9244508,168.016690,40.528988,0.441833,1
Kepler, 9692557,131.713710,0.571941,0.037629,0
Kepler, 9366886,131.562360,0.633514,0.053300,0
Kepler, 3657176,141.103690,17.416614,0.101875,0
Kepler, 3969687,141.253540,16.358348,0.410750,1
Kepler, 9369366,144.343310,36.005441,0.135917,0
Kepler, 6716545,142.876900,13.909354,0.281875,1
Kepler, 2989706,132.503649,1.257689,0.034996,0
Kepler, 5185897,133.859920,4.081412,0.096829,1
Kepler, 5185897,142.118590,11.419419,0.137813,1
Kepler, 5185897,136.860230,6.834407,0.094692,1
Kepler, 9881077,135.623260,24.400438,0.124458,1
Kepler, 3097346,170.691310,4.029810,0.138817,0
Kepler, 5717567,132.430690,1.287622,0.034208,0
Kepler, 6265792,132.201930,0.935116,0.067383,1
Kepler, 9995402,132.861250,3.575514,0.098500,1
Kepler, 5609593,234.726010,136.205112,0.232000,1
Kepler, 11414465,133.104400,2.941943,0.085667,1
Kepler, 2708885,132.266600,1.146935,0.071862,0
Kepler, 6612284,132.215220,1.245353,0.089667,0
Kepler, 10586004,208.794170,82.200124,0.442792,1
Kepler, 4483138,145.573200,15.362605,0.155667,1
Kepler, 9475552,131.966174,0.843380,0.060308,1
Kepler, 8292840,172.793350,10.495663,0.197317,1
Kepler, 10905911,132.737430,1.341556,0.068592,1
Kepler, 6964929,131.659620,0.665026,0.073092,1
Kepler, 11565924,142.723500,13.321915,0.258875,1
Kepler, 6607357,134.392820,7.699945,0.184667,1
Kepler, 6607357,135.163380,4.774660,0.158500,1
Kepler, 9451706,209.067370,29.393372,0.293521,1
Kepler, 6186964,131.831420,2.164571,0.053592,1
Kepler, 5471202,141.531100,12.425834,1.171546,0
Kepler, 9640439,132.233590,0.873227,0.033117,0
Kepler, 9693006,132.336510,2.888786,0.124042,1
Kepler, 6627507,131.559470,7.374533,0.156042,0
Kepler, 5128673,168.297850,87.972423,0.609917,1
Kepler, 6690836,132.048771,0.568875,0.050737,1
Kepler, 5481148,135.183490,22.023514,0.080500,0
Kepler, 7903086,131.904930,1.846861,0.069187,0
Kepler, 12024120,169.742780,3.568100,0.133879,1
Kepler, 8210018,258.396100,132.995550,0.309833,1
Kepler, 3642289,171.714190,6.002548,0.173450,1
Kepler, 3642289,141.387050,11.448658,0.206375,1
Kepler, 3662838,173.999710,24.854665,0.382583,1
Kepler, 5966322,173.372120,60.928189,0.263900,1
Kepler, 6029239,174.909816,8.512038,0.091088,1
Kepler, 12106929,171.575970,5.937206,0.203417,0
Kepler, 12107021,135.953380,5.937200,0.164583,0
Kepler, 8248939,181.855600,1.633454,0.159042,0
Kepler, 12404954,171.278070,3.247549,0.104775,1
Kepler, 1571511,177.595210,14.022451,0.336925,0
Kepler, 2438070,171.097210,2.442945,0.167271,0
Kepler, 3747262,132.225690,1.312459,0.060792,0
Kepler, 9070666,131.765790,2.997929,0.183250,1
Kepler, 3642335,179.286740,60.866097,0.183208,1
Kepler, 3328052,132.011800,2.115479,0.152708,0
Kepler, 9119568,133.928500,5.548680,0.194375,0
Kepler, 9119568,132.017400,1.221741,0.310125,0
Kepler, 6196457,179.279158,13.748831,0.254033,1
Kepler, 6063220,171.840124,4.603575,0.097912,1
Kepler, 6071903,178.366290,24.307843,0.108558,1
Kepler, 6289257,176.271190,19.674097,0.156396,1
Kepler, 10905239,170.932217,3.487689,0.159859,1
Kepler, 11623629,211.678818,81.737872,0.278846,1
Kepler, 4815520,177.206237,31.578651,0.088663,1
Kepler, 6603043,197.365128,110.321673,0.556767,0
Kepler, 7175184,174.425540,5.885274,0.081379,1
Kepler, 7109851,131.965980,1.086486,0.034929,0
Kepler, 7347246,134.880800,86.116089,0.252417,1
Kepler, 11403530,133.091230,3.614603,0.134458,1
Kepler, 5088536,139.066890,8.457449,0.137054,1
Kepler, 8046689,137.091810,5.785427,0.094625,0
Kepler, 5096590,137.331600,29.609905,0.309708,1
Kepler, 6289257,131.537970,5.211046,0.139363,1
Kepler, 7024222,170.196490,1.633108,0.062125,0
Kepler, 7024511,175.646410,66.154496,0.289375,0
Kepler, 7050989,175.586030,11.578909,0.113362,1
Kepler, 7175184,135.557180,10.104631,0.098708,1
Kepler, 8494142,203.648300,42.882480,0.406129,1
Kepler, 11554435,177.843460,9.434142,0.117133,1
Kepler, 8494142,151.532590,22.950623,0.186725,1
Kepler, 5652983,244.081660,498.391282,0.255625,0
Kepler, 6471021,253.350790,125.629148,0.379500,1
Kepler, 7906671,156.991330,45.117853,0.155708,0
Kepler, 3348285,131.802070,0.803836,0.058208,0
Kepler, 7582689,137.475810,11.921603,0.208708,1
Kepler, 7582689,138.047800,6.802579,0.192000,1
Kepler, 7582689,140.155310,8.703122,0.200292,1
Kepler, 9959589,132.056910,1.332558,0.251792,0
Kepler, 9025922,177.083880,11.320296,0.191108,0
Kepler, 6196457,147.936960,26.723169,0.354208,1
Kepler, 7050989,131.968060,16.399265,0.142117,1
Kepler, 7419318,177.634372,18.735771,0.126483,1
Kepler, 7419318,179.887040,8.436398,0.135212,1
Kepler, 7603200,177.852785,13.781095,0.096617,1
Kepler, 7603200,171.007634,23.089022,0.070883,1
Kepler, 10905239,132.481620,6.029772,0.165042,1
Kepler, 8686097,236.925740,172.704608,0.472792,1
Kepler, 12643589,211.531127,44.145990,0.141729,0
Kepler, 12643589,178.263426,1.411627,0.045058,0
Kepler, 3323887,182.543600,19.270826,0.172004,1
Kepler, 7732285,134.127350,4.390496,0.125467,0
Kepler, 9716391,141.826480,13.182933,0.149750,1
Kepler, 6929841,134.299740,3.515755,0.057542,1
Kepler, 5088536,201.154510,87.517779,0.106250,1
Kepler, 5124254,140.503960,14.049818,0.121125,0
Kepler, 11508644,133.409710,14.256327,0.199833,1
Kepler, 8895758,132.419210,0.968981,0.063208,1
Kepler, 10031500,132.033500,8.589562,0.411875,0
Kepler, 7603200,133.535280,10.312822,0.083908,1
Kepler, 8008067,184.903470,15.771111,0.210725,1
Kepler, 8008067,481.269420,157.065998,0.338704,1
Kepler, 3323887,175.425847,38.907875,0.188629,1
Kepler, 3323887,182.089240,1.592960,0.080471,1
Kepler, 2449074,173.751920,4.944022,0.169250,0
Kepler, 2446113,170.997330,6.717256,0.105029,0
Kepler, 9838804,132.038350,1.332570,0.121458,0
Kepler, 5524881,136.030080,7.195526,0.170625,0
Kepler, 11572193,140.591360,10.676159,0.191417,1
Kepler, 11285870,135.018360,4.484943,0.114667,1
Kepler, 6196457,134.295330,49.356791,0.456417,1
Kepler, 8121310,206.359650,22.208095,0.305529,1
Kepler, 8156120,174.848680,38.583368,0.516292,1
Kepler, 8700558,173.516790,4.791799,0.122013,0
Kepler, 8753657,170.455517,2.426304,0.110933,1
Kepler, 3847708,171.706260,3.741232,0.102875,0
Kepler, 3849155,170.604205,1.168310,0.054583,0
Kepler, 3858804,174.842750,25.952548,0.888667,0
Kepler, 3942670,171.336960,33.416055,0.358542,1
Kepler, 3942670,138.118900,12.611968,0.265500,1
Kepler, 10585738,131.688720,0.636425,0.039458,1
Kepler, 7186665,137.228540,8.559353,0.179292,0
Kepler, 6388770,134.094000,21.341970,0.447083,0
Kepler, 7676423,133.616050,2.460501,0.077542,1
Kepler, 11714231,136.356470,5.866013,0.166042,1
Kepler, 11720424,150.539400,23.910706,0.208167,1
Kepler, 7837302,173.775943,23.836809,0.251189,0
Kepler, 8753657,132.370830,4.623345,0.125787,1
Kepler, 8948424,173.582863,5.888835,0.158283,0
Kepler, 9139084,169.874460,5.835995,0.085917,1
Kepler, 9641041,171.230501,1.089078,0.102817,0
Kepler, 9724984,171.002990,7.863359,0.142929,0
Kepler, 2452450,170.810440,8.097058,0.237458,0
Kepler, 3230578,170.189414,6.337614,0.072583,0
Kepler, 3231137,172.371930,3.900140,0.157083,0
Kepler, 3353050,174.428530,5.080058,0.216958,1
Kepler, 3446746,174.846700,13.144967,0.151663,1
Kepler, 5695396,170.598832,16.091964,0.120596,1
Kepler, 5217891,189.179100,161.239891,1.019667,0
Kepler, 8051946,132.660250,1.495151,0.142917,1
Kepler, 5445681,142.758800,20.350470,0.301042,1
Kepler, 11499192,133.537630,4.135929,0.099042,1
Kepler, 12416661,134.958800,8.053379,0.224250,1
Kepler, 8258171,173.650960,23.627222,0.329167,0
Kepler, 9880467,171.030750,8.973500,0.130867,0
Kepler, 9880467,151.127500,108.546946,0.315292,0
Kepler, 9881662,172.662560,3.254278,0.124596,1
Kepler, 9881662,189.600820,91.351482,0.362792,1
Kepler, 9895004,170.321819,2.250827,0.064000,0
Kepler, 3656121,173.903550,31.158825,0.215846,1
Kepler, 10620329,170.702041,0.436283,0.058283,0
Kepler, 3656121,200.672200,76.732456,0.260125,1
Kepler, 3733628,182.864454,13.899632,0.149129,1
Kepler, 4076976,133.705000,4.880781,0.391667,0
Kepler, 8751796,133.090660,4.453424,0.152250,1
Kepler, 7097534,132.564070,2.213967,0.182250,0
Kepler, 9907129,140.370900,9.705693,0.320917,1
Kepler, 9527334,175.991370,8.313773,0.123500,1
Kepler, 10031885,174.962500,8.589696,0.352958,0
Kepler, 11361646,174.527180,7.974206,0.222929,1
Kepler, 11361646,132.095170,1.888990,0.145250,1
Kepler, 10285631,170.832450,18.684057,0.288871,1
Kepler, 3964109,176.249910,21.416241,0.295042,1
Kepler, 4159347,174.366520,12.283513,0.151417,0
Kepler, 3544595,134.926396,4.726740,0.121946,1
Kepler, 4165960,171.011800,6.774495,0.105900,0
Kepler, 4376644,173.796579,27.677680,0.090433,0
Kepler, 9301506,131.755930,0.605223,0.037442,0
Kepler, 5695396,154.416500,25.517274,0.197292,1
Kepler, 6263593,136.823360,22.476595,0.143208,1
Kepler, 6964159,139.357800,25.503628,0.163042,0
Kepler, 11455181,141.503400,10.929481,0.245542,1
Kepler, 10290666,172.088570,5.458499,0.168533,1
Kepler, 10337258,169.860520,13.285365,0.261792,1
Kepler, 10383687,176.925050,8.487944,0.134333,0
Kepler, 10470206,196.311730,46.566754,0.326292,0
Kepler, 10518725,132.607570,19.514841,0.129000,0
Kepler, 12314973,136.943240,15.413081,0.276492,1
Kepler, 5091016,134.965010,5.765567,0.130750,0
Kepler, 2716801,136.127400,42.521701,0.238458,1
Kepler, 7281454,131.820389,0.566806,0.217988,0
Kepler, 7216284,134.146800,6.699589,0.117958,1
Kepler, 8703887,175.607750,14.170973,0.155483,0
Kepler, 9899352,132.050880,1.332563,0.260000,0
Kepler, 5440317,131.939250,2.319416,0.066292,1
Kepler, 10545066,177.720130,19.783026,0.228742,1
Kepler, 6056992,133.936337,10.431147,0.161887,0
Kepler, 10552611,174.575420,7.010632,0.127867,1
Kepler, 10552611,132.633590,3.107627,0.098375,1
Kepler, 10587105,170.139601,1.980357,0.103096,1
Kepler, 10587105,138.326260,12.834477,0.160250,1
Kepler, 6948480,230.929200,175.329014,0.261208,0
Kepler, 11090556,131.845580,2.788179,0.141542,1
Kepler, 11090556,133.228500,4.138277,0.143708,1
Kepler, 10686814,134.029450,2.618463,0.146042,0
Kepler, 3234843,134.658100,29.727220,0.143750,1
Kepler, 6021275,179.421370,18.010200,0.146500,1
Kepler, 3234843,140.853160,10.613687,0.145750,1
Kepler, 8192911,135.331900,7.538874,0.131125,0
Kepler, 10554967,131.714470,0.536335,0.043946,0
Kepler, 5688790,540.041610,8.073941,0.102292,1
Kepler, 10908248,154.761600,39.859505,0.332792,1
Kepler, 10616571,160.628756,23.673124,0.599783,0
Kepler, 10878263,176.666844,7.170710,0.121771,1
Kepler, 10878263,177.615190,4.699653,0.106375,1
Kepler, 10982872,170.335759,4.761706,0.137754,1
Kepler, 10982872,170.496204,2.024144,0.105304,1
Kepler, 2720514,131.937960,1.371289,0.060533,0
Kepler, 4141376,180.895933,11.872908,0.105592,1
Kepler, 9468551,132.290250,1.638653,0.081333,1
Kepler, 9076971,134.751850,9.066876,0.140875,1
Kepler, 11019987,138.421900,6.913173,0.197083,1
Kepler, 10924562,149.037600,18.605205,0.284542,1
Kepler, 9899505,132.051380,1.332563,0.261667,0
Kepler, 7534267,169.141100,39.442078,0.292875,1
Kepler, 10611420,135.101600,11.505286,0.087417,0
Kepler, 10386922,403.672042,296.637582,0.684375,1
Kepler, 10982872,148.708140,41.808503,0.324875,1
Kepler, 3558981,168.011233,2.987863,0.107558,0
Kepler, 11015108,171.334861,39.309441,0.240417,1
Kepler, 11074541,173.194404,29.884877,0.190050,1
Kepler, 11100383,170.786790,12.924898,0.111712,1
Kepler, 8847111,132.007780,0.575884,0.086392,0
Kepler, 4568298,131.749580,0.562555,0.072508,0
Kepler, 4374339,132.142000,0.993703,0.031854,0
Kepler, 4847782,139.439030,30.959705,0.225833,0
Kepler, 6021275,169.640440,6.414913,0.140121,1
Kepler, 10350571,131.577100,93.881556,0.860167,0
Kepler, 10488450,171.426050,2.683395,0.077467,0
Kepler, 10933561,185.153300,31.517795,0.318083,1
Kepler, 10933561,134.100670,8.129999,0.089550,1
Kepler, 8845026,160.476510,66.467462,0.819325,0
Kepler, 11075737,171.842572,2.586640,0.093875,1
Kepler, 11189127,169.853908,2.671943,0.079662,0
Kepler, 11194032,187.363955,28.511176,0.191421,1
Kepler, 11442793,140.498929,331.597273,0.600167,1
Kepler, 5520547,137.510030,11.200589,0.190083,1
Kepler, 4848424,131.556110,1.501799,0.136458,0
Kepler, 8866102,181.233943,17.833678,0.187967,1
Kepler, 4143755,189.043540,19.556620,0.336958,1
Kepler, 11244137,131.919270,2.033875,0.129042,1
Kepler, 6072593,133.929780,5.075383,0.070833,0
Kepler, 5865654,146.662210,23.955399,0.133500,1
Kepler, 8197560,131.494370,1.024256,0.110162,0
Kepler, 11200415,172.219170,4.639586,0.115333,0
Kepler, 11259686,193.038000,34.435939,0.242500,1
Kepler, 11547513,171.875619,5.317440,0.122213,1
Kepler, 11547513,135.509580,10.105758,0.083908,1
Kepler, 11802615,178.484980,28.862366,0.225137,1
Kepler, 11442793,147.056867,210.601384,0.499675,1
Kepler, 11442793,158.959740,59.737144,0.333358,1
Kepler, 2445975,172.259054,3.388887,0.101979,0
Kepler, 11521793,191.807280,27.082397,0.208829,1
Kepler, 6531496,132.015540,0.512869,0.167292,0
Kepler, 3848275,131.624580,5.194927,0.131958,1
Kepler, 12021625,141.812120,15.931441,0.101458,1
Kepler, 9777256,132.084200,1.332516,0.175667,0
Kepler, 4175630,141.495040,28.227413,0.240917,1
Kepler, 7433585,131.724080,0.545545,0.081417,0
Kepler, 6665223,524.846503,419.975078,0.507029,0
Kepler, 3654719,138.175700,25.920009,0.233708,0
Kepler, 6021275,168.862600,6.178174,0.135837,1
Kepler, 10619142,132.361680,2.045167,0.151042,0
Kepler, 11905011,172.279150,5.651789,0.128888,1
Kepler, 12785320,178.308060,19.963672,0.110012,1
Kepler, 2692377,170.543719,1.541677,0.079658,1
Kepler, 3742855,174.365353,6.397186,0.244325,0
Kepler, 3438975,171.658450,2.976021,0.155417,0
Kepler, 11568987,171.520980,15.959956,0.179787,1
Kepler, 11621223,172.900587,4.903322,0.120362,1
Kepler, 11624249,170.525830,1.827082,0.081834,1
Kepler, 12017140,172.802699,22.845241,0.220862,0
Kepler, 5702939,144.917500,18.398083,0.184917,0
Kepler, 3852655,132.820990,11.629042,0.123750,1
Kepler, 11255231,137.526510,13.655096,0.171542,0
Kepler, 5088536,182.103494,27.508716,0.247046,1
Kepler, 6103377,136.946200,20.070876,0.264750,1
Kepler, 3324986,131.992390,1.540411,0.070958,0
Kepler, 11912932,134.180120,3.747854,0.154708,0
Kepler, 8037145,136.438510,25.752750,0.115325,1
Kepler, 8806123,198.238709,49.411211,0.219917,1
Kepler, 8806123,138.906830,36.856776,0.312292,1
Kepler, 10098844,164.457600,35.080928,0.288333,0
Kepler, 8355239,141.513660,10.399862,0.140708,1
Kepler, 9210823,135.722038,0.828206,0.072375,0
Kepler, 8367113,183.408750,24.315740,0.172267,1
Kepler, 8474898,240.851480,199.443024,0.308708,0
Kepler, 7429287,296.951600,358.660440,0.697167,0
Kepler, 9115800,172.820223,4.454194,0.096087,1
Kepler, 9478990,202.858405,21.087195,0.246955,1
Kepler, 9597411,170.393276,1.575632,0.108001,0
Kepler, 6850504,135.929060,6.098556,0.124229,1
Kepler, 8609450,208.491400,203.250506,0.408750,0
Kepler, 10934674,169.650310,16.542953,0.160483,1
Kepler, 10990886,171.114662,11.023475,0.061725,1
Kepler, 11015323,193.389460,34.188843,0.221992,1
Kepler, 11134879,172.311001,4.301658,0.087729,1
Kepler, 11192998,171.972352,7.650244,0.114667,1
Kepler, 5866724,132.040528,5.859936,0.167438,1
Kepler, 9157634,171.044219,2.104722,0.073112,1
Kepler, 9636569,171.696160,10.636244,0.210625,0
Kepler, 8565266,169.879804,6.412513,0.219487,1
Kepler, 8616637,170.071020,2.019997,0.075304,1
Kepler, 8616637,132.592980,3.763042,0.066712,1
Kepler, 8625925,175.711100,6.521210,0.116562,1
Kepler, 8822216,175.914281,6.996926,0.114058,1
Kepler, 9967884,169.753676,5.428345,0.078879,0
Kepler, 10189546,153.737860,42.949522,0.225642,1
Kepler, 10189546,245.651510,117.033521,0.284250,1
Kepler, 10748393,365.948770,386.398330,0.354958,0
Kepler, 11192998,169.830304,1.554004,0.073600,1
Kepler, 11192998,183.237180,34.259514,0.198929,1
Kepler, 8823868,143.070060,23.876114,0.387971,0
Kepler, 11255761,169.553230,4.992702,0.129200,0
Kepler, 11497977,173.257466,4.798600,0.126600,1
Kepler, 7021681,133.589810,7.733336,0.116958,0
Kepler, 9941859,176.683759,9.576660,0.140013,1
Kepler, 9941859,140.183390,96.678185,0.237321,1
Kepler, 9941859,145.028370,20.552803,0.091721,1
Kepler, 10068030,170.513161,2.023124,0.049288,0
Kepler, 10266615,170.305510,10.940267,0.097892,1
Kepler, 6444896,148.203740,19.535255,0.042208,0
Kepler, 8822216,143.314510,151.863949,0.357375,1
Kepler, 9020160,170.472237,5.945044,0.112517,1
Kepler, 9020160,148.990110,17.738429,0.125204,1
Kepler, 9020160,131.582670,9.939624,0.143000,1
Kepler, 10418224,172.518826,6.873166,0.285704,1
Kepler, 10616679,172.529281,8.600099,0.166987,1
Kepler, 10717241,179.404945,12.376469,0.112812,1
Kepler, 10843590,178.711670,18.870222,0.130850,1
Kepler, 6850504,135.203200,19.577607,0.140917,1
Kepler, 12061222,175.058780,17.205229,0.152867,1
Kepler, 12316431,175.559770,17.907661,0.224833,0
Kepler, 12404305,169.496190,22.183323,0.214017,1
Kepler, 10212441,175.724600,354.781940,0.269167,0
Kepler, 12834874,173.039640,7.658800,0.126779,1
Kepler, 2557816,176.451970,9.378917,0.139279,1
Kepler, 10454313,173.699895,4.221626,0.127579,1
Kepler, 10513530,171.693980,16.549671,0.182533,1
Kepler, 5866724,133.498613,2.154911,0.130587,1
Kepler, 10554999,174.022140,6.400157,0.083350,1
Kepler, 9076513,170.738080,2.437029,0.133354,1
Kepler, 9146018,175.686710,9.926721,0.160117,1
Kepler, 9146018,170.373870,21.223493,0.205900,1
Kepler, 9146018,136.505670,6.470277,0.139292,1
Kepler, 9279669,171.560055,3.722159,0.083087,1
Kepler, 10843590,154.303270,46.902643,0.163600,1
Kepler, 10858832,174.351207,5.263415,0.089358,1
Kepler, 10937029,171.092308,4.030467,0.115558,1
Kepler, 11599038,133.745700,9.279890,0.138750,0
Kepler, 10937029,199.203375,328.240201,0.511358,1
Kepler, 11656302,173.103028,22.264807,0.366421,0
Kepler, 2576197,171.695870,2.217038,0.077396,0
Kepler, 2576197,140.295400,8.874603,0.120000,0
Kepler, 3239945,172.867528,4.393158,0.101896,1
Kepler, 10387742,271.068640,251.751200,0.179750,0
Kepler, 10187017,134.754877,16.145672,0.155150,1
Kepler, 3239945,420.286557,1071.232624,0.674100,1
Kepler, 10554999,171.096400,2.735900,0.080662,1
Kepler, 10873260,171.181624,5.852969,0.191554,1
Kepler, 10965008,178.587020,81.170159,0.348250,1
Kepler, 10467815,458.714600,371.175730,0.341667,0
Kepler, 11073351,170.787705,2.820191,0.106417,1
Kepler, 11090765,171.649360,21.217123,0.245417,1
Kepler, 11246364,171.274130,200.000000,0.302917,0
Kepler, 9570741,175.969340,15.779801,0.168204,1
Kepler, 9607164,171.604910,14.034903,0.151583,1
Kepler, 9631762,175.681060,10.355865,0.118463,1
Kepler, 6462863,132.741641,22.342965,0.277669,1
Kepler, 9782691,174.553770,11.388402,0.153954,1
Kepler, 11709124,178.946396,20.549818,0.231183,1
Kepler, 11599038,145.901100,17.421732,0.196583,0
Kepler, 12302530,174.796908,5.931197,0.104162,1
Kepler, 11904151,131.574858,0.837491,0.074833,1
Kepler, 3239945,134.074810,7.406117,0.120108,1
Kepler, 3239945,139.071990,21.803708,0.140375,1
Kepler, 3541800,169.655580,4.662291,0.155417,0
Kepler, 3559935,194.711290,29.911189,0.276817,1
Kepler, 3834360,170.124740,2.908454,0.105679,0
Kepler, 3966801,188.788890,25.695815,0.167713,1
Kepler, 11521048,194.825120,25.702800,0.131850,0
Kepler, 11656721,180.349910,13.646175,0.142075,1
Kepler, 11853905,123.611878,3.213669,0.165931,1
Kepler, 5866724,137.992540,8.131214,0.176608,1
Kepler, 11669239,178.691900,41.885443,0.281792,1
Kepler, 11669239,135.034130,13.817336,0.177542,1
Kepler, 10600261,164.904560,52.814805,0.304542,1
Kepler, 10656823,171.172010,8.307839,0.131317,1
Kepler, 10656823,153.826540,34.096344,0.162333,1
Kepler, 10718726,170.369150,3.595769,0.131538,1
Kepler, 12302530,183.520540,52.661527,0.131633,1
Kepler, 12470954,170.449657,1.902209,0.091615,1
Kepler, 2438264,177.930500,15.906889,0.166162,1
Kepler, 2438264,170.885791,4.973455,0.068829,1
Kepler, 3340312,173.902690,30.552897,0.219542,0
Kepler, 4049108,169.635290,4.804469,0.144113,0
Kepler, 4454752,169.803960,1.616883,0.068021,1
Kepler, 4757437,175.609600,13.193228,0.208483,1
Kepler, 10187017,134.079910,10.311748,0.132575,1
Kepler, 4757437,134.563120,4.425351,0.146000,1
Kepler, 11823054,173.438922,4.302139,0.084538,1
Kepler, 11823054,133.556890,3.137846,0.079583,1
Kepler, 11913012,171.666340,3.747823,0.213875,0
Kepler, 11972666,170.377240,1.091732,0.082162,0
Kepler, 12058931,170.190340,20.684208,0.268396,1
Kepler, 9782691,141.318130,50.698541,0.248833,1
Kepler, 9886221,170.801280,2.992647,0.075417,0
Kepler, 9958962,171.788280,9.997603,0.143429,1
Kepler, 9958962,208.502800,90.411799,0.296083,1
Kepler, 3745690,171.677620,13.540575,0.186137,1
Kepler, 3745690,134.531230,1.732346,0.092246,1
Kepler, 3745690,133.627130,7.025741,0.093542,1
Kepler, 3833007,180.042500,16.217749,0.205308,1
Kepler, 3847138,177.319600,11.722912,0.175267,1
Kepler, 4833135,177.542700,8.661374,0.123833,0
Kepler, 4847534,174.534830,9.668574,0.102733,1
Kepler, 4852528,176.474146,7.053527,0.099925,1
Kepler, 4852528,177.484839,9.521645,0.098204,1
Kepler, 4852528,134.030017,3.072147,0.078050,1
Kepler, 4852528,134.589390,4.645382,0.084462,1
Kepler, 12058931,131.424950,9.825785,0.218742,1
Kepler, 12116489,188.060148,25.302918,0.187096,1
Kepler, 12600735,189.705950,21.300205,0.170217,1
Kepler, 10593626,133.697190,289.864067,0.315208,1
Kepler, 3437776,131.733740,10.297677,0.277042,0
Kepler, 10294465,250.972310,199.997635,0.142917,0
Kepler, 10388286,170.453117,1.682696,0.057779,1
Kepler, 10600261,176.943260,17.307955,0.213025,1
Kepler, 6462863,138.009041,10.423677,0.217738,1
Kepler, 10600261,133.062580,2.092271,0.100258,1
Kepler, 11904151,138.678725,45.294223,0.284583,1
Kepler, 4384675,258.348870,260.207173,0.274583,0
Kepler, 4633570,174.754170,16.709206,0.112717,1
Kepler, 4633570,185.476720,28.551582,0.172925,1
Kepler, 5021176,172.683650,4.045057,0.124808,0
Kepler, 5640085,178.450740,10.139588,0.110192,1
Kepler, 5640085,194.610700,43.585942,0.195058,1
Kepler, 4852528,133.171292,0.986786,0.049496,1
Kepler, 5282051,171.151660,5.910377,0.142542,0
Kepler, 10187017,145.028660,27.453615,0.156125,1
Kepler, 5340644,172.956570,8.222414,0.112917,1
Kepler, 3437776,133.416650,0.635587,0.195833,0
Kepler, 4165473,178.524820,13.023632,0.165558,1
Kepler, 4270253,178.844480,11.637030,0.139050,1
Kepler, 4270253,133.956070,5.687987,0.094508,1
Kepler, 5122112,171.099046,3.055171,0.069992,0
