10797460,9488035570,1
10797460,54418382700,1
10848459,1736952453,0
10854555,2525591777,1
10872983,11094320540,1
10872983,4134435120,1
10872983,2566588970,1
6721123,7361789580,0
10910878,16068646740,1
11446443,2470613377,1
10666592,2204735417,1
6922244,3522498429,1
10984090,3709214104,1
10419211,11521446064,0
10464078,19403937760,0
10480982,19221388942,0
10485250,16469837740,0
10526549,9273581730,1
10583066,6029303290,1
10583180,2696370652,0
10601284,5349553819,1
10601284,3941052210,1
10601284,8109048070,1
2306756,386603052800,0
10662202,21676991930,1
10682541,4996779680,1
11460018,4280963604,1
11463211,1506354090,0
11465813,670645531000,0
11493732,61256362800,0
11507101,38377548600,1
10910878,41197255020,1
10910878,6252962249,1
10987985,16013084190,1
11018648,32628766720,1
11018648,91773286200,1
11152159,2701287801,0
11153539,4498765110,1
11242721,19651209505,0
9579641,5412203927,1
11304958,41439586620,1
11391957,8353895230,1
11403044,4125543472,1
11414511,2816504904,1
11442465,33933734470,0
12110942,3689920099,1
12366084,4431238488,1
12366084,11379369860,1
12404086,26394328970,1
8395660,13570782810,1
9579641,7125943870,1
11656840,7442652004,0
11754553,16384899880,1
11754553,7877416300,1
11754553,36445400100,1
11812062,3728732147,1
11853255,2243380573,1
11909839,10405998015,0
11918099,2337437946,1
11923270,11598222330,1
11960862,6575315881,1
12020329,7275040844,1
12066335,19271538920,1
12066335,10065243170,1
12070811,12393565100,1
8395660,43844397210,1
3120431,3341913228,0
3246984,1626630225,0
3342970,2711504086,1
3342970,7212037480,1
12459725,14179818700,0
12470844,8472379110,1
12470844,60418936900,1
12644822,12611904345,1
2440757,1433769925,0
2445129,10318723010,0
2713049,2539183147,1
3114167,6770300385,1
3114661,0444291966,0
4139816,20060363360,1
4139816,46184203900,1
8395660,23980085400,1
4139816,7825021680,1
4275191,3895936525,1
4476123,22366464660,1
3351888,1625522174,1
3554600,7544039000,0
3734868,10328035714,0
3832474,143206304700,1
8395660,6164876000,1
3832474,60324942160,1
3832474,29159861500,1
3836375,1540397253,0
3838486,2990254430,0
3935914,1594745374,1
4049131,20505889210,1
4139816,3340218842,1
5287983,2507089906,0
5358241,18649327280,1
10875245,4901449760,1
5358241,9751921010,1
5358241,38557654600,1
5358624,3525632539,1
4664847,7748094239,1
4725681,23967936690,1
4725681,8295617380,1
4913852,8114374820,1
4932348,38036729482,0
11913073,3747838198,0
10875245,14749148250,1
5021899,21812959960,1
5077629,7919369370,0
5164255,15375623690,1
5252423,8103632710,1
5252423,4715108430,1
5272878,6365839713,1
5283542,5975817540,0
5649215,2446737317,0
5651104,3040330460,1
5792202,15335286750,1
10875245,7958253280,1
5792202,31330461350,1
5370302,3904342500,0
5372966,9286358079,0
5376067,3951405455,0
5436502,23653694150,1
5436502,13233522140,1
5436502,6155602850,1
5436502,2090811305,1
10875245,3180027898,1
5436502,50446741700,1
5456651,11763071640,1
5456651,56227927100,1
5481416,2384052875,0
5531576,7953547000,1
5531576,4144516560,1
5534814,4859386384,0
6291653,10526294577,1
6392727,4583520948,1
6422070,3761818430,1
6428700,8203969580,1
6428700,14496451860,1
5794379,12718098660,1
5794379,36065881630,1
5881688,4190425659,1
6022556,3709870784,1
6032497,16329752700,1
6061119,27807566216,1
6191521,80872346900,1
6267425,3166465862,0
3531558,24993243190,1
6276477,10355331160,1
6863998,16085189370,1
6948054,7490183050,1
6948054,36276123800,1
6948054,17460879310,1
6435936,56056075400,1
6522242,41408316686,1
6587280,5715425977,1
9471974,49183941850,1
6587280,20026141200,1
6675056,10443319910,0
6685526,2237489571,1
6756669,5851520671,0
6784235,3167893418,1
6849310,4311780262,1
6849310,20050449400,1
6849310,9767345030,1
9471974,190320046800,1
6862603,2861159894,0
7366258,26444393370,1
7366258,51539979720,1
7366258,5902245782,1
7366258,2382951591,1
7373451,21022506080,1
6948054,3219814777,1
6949607,5912273234,1
6949607,8985819010,1
11869052,20545237500,0
7109675,33601233710,1
7109675,6766529280,1
7118364,4347288783,1
7134976,4601811819,1
7134976,11187199050,1
7270230,6998099523,0
7287995,5954899930,1
7287995,12039874880,1
7287995,20837628950,1
3247396,8811102200,0
7303253,23589171430,1
5094751,6481633073,1
7678434,10371689280,1
7685981,4408413310,1
7708215,7942617600,0
7373451,226890477500,1
7377033,1956811408,0
7434875,9439459486,1
8349582,11523067458,1
7434875,20477488430,1
7434875,3336123113,1
7455287,8010784560,1
7455287,12071342050,1
7455287,20995878720,1
7458762,7411131770,1
7552344,1000747038,0
757450,8884922995,1
7585481,8098889060,1
7663691,10006530120,1
5812701,17855221681,1
8039892,5007316661,1
8150320,2211116989,1
8150320,27954133700,1
11086270,12691043870,1
7767559,4409409243,0
7825899,16239470960,1
7825899,6308201629,1
7849854,2052349884,1
7870390,9770448600,1
7870390,5169804269,1
5094751,21222611950,1
7870390,20090170370,1
7907423,7113732570,1
7907423,3306551643,1
7907423,15368457370,1
8490993,4093578461,1
8490993,105145959000,1
8505670,10848451800,1
8505670,6668332410,1
8544996,4082274889,1
8150320,42140608900,1
8150320,4617490562,1
8150320,10198492550,1
8180063,5795063956,0
8226994,7156815520,1
8226994,17648308510,1
8226994,4148107190,1
8247638,16514109890,1
8247638,30132929800,1
8247638,4790908090,1
11086270,31719810130,1
8247638,99641596200,1
8255887,4708326451,1
8256049,16371986610,0
8414716,5392026903,1
9141746,6491682808,1
9159275,3044770796,0
9166862,3855603916,1
9166870,3855599139,0
11449844,38478766290,1
8605074,37601661282,0
8628973,3314947362,1
8655354,6719690890,0
8672910,39643155200,1
8686150,51425985780,0
8689031,21804516110,1
8689373,10281945930,1
8689373,18119930390,1
8689373,3784028670,1
8826878,5154481420,1
5897826,33803643660,0
8883593,5743469797,1
9016295,19974485239,0
9077124,3166353562,1
9097120,23899634407,0
9466668,3388012244,1
9466668,5839097610,1
9466668,1620467654,1
9466668,10681695100,1
9479273,6104849417,1
8359498,3578780566,1
9171801,3187067566,0
9334289,5826657508,1
9334289,12412163470,1
9334289,18746490110,1
9347899,20860212290,1
9347899,42634278480,1
9347899,87647606800,1
9388479,9467821474,1
9388479,0893040969,1
11359879,4942783419,1
9406990,20834267310,1
9415172,9946023570,1
